Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background
0.46 0.28,0.47 0.36,0.41 0.36,0.38 0.47,0.38 0.58,0.52 0.36,0.54 0.48,0.53 0.58,0.43 0.58,0.41 0.76,0.39 0.92,0.50 0.59,0.50 0.77,0.51 0.89,0.45 0.27,0.47 0.27,0.44 0.28,0.49 0.28
0.47 0.28,0.47 0.36,0.41 0.35,0.34 0.39,0.33 0.30,0.52 0.36,0.59 0.41,0.60 0.32,0.43 0.58,0.41 0.75,0.39 0.92,0.50 0.59,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.28,0.47 0.36,0.41 0.35,0.34 0.39,0.32 0.30,0.52 0.36,0.59 0.41,0.60 0.31,0.42 0.58,0.41 0.76,0.39 0.92,0.50 0.59,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.28,0.47 0.36,0.41 0.35,0.33 0.39,0.33 0.29,0.52 0.36,0.59 0.41,0.60 0.31,0.43 0.58,0.41 0.76,0.39 0.91,0.50 0.59,0.50 0.77,0.50 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.28,0.47 0.36,0.41 0.35,0.33 0.37,0.33 0.28,0.52 0.36,0.60 0.39,0.59 0.29,0.43 0.58,0.41 0.76,0.39 0.91,0.50 0.59,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.46 0.28,0.47 0.35,0.41 0.35,0.33 0.33,0.33 0.25,0.52 0.36,0.60 0.35,0.59 0.26,0.43 0.57,0.41 0.75,0.39 0.92,0.50 0.58,0.50 0.76,0.51 0.91,0.45 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.35,0.42 0.35,0.33 0.30,0.34 0.22,0.52 0.35,0.60 0.32,0.60 0.22,0.43 0.57,0.41 0.76,0.39 0.92,0.50 0.58,0.50 0.77,0.50 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.46 0.29,0.47 0.35,0.42 0.35,0.35 0.28,0.35 0.18,0.52 0.35,0.59 0.30,0.59 0.20,0.43 0.57,0.41 0.75,0.39 0.91,0.50 0.58,0.50 0.77,0.50 0.91,0.45 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.28,0.47 0.35,0.42 0.34,0.36 0.27,0.35 0.16,0.52 0.35,0.58 0.28,0.59 0.17,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.50 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.46 0.28,0.47 0.34,0.42 0.34,0.38 0.26,0.37 0.14,0.52 0.34,0.57 0.27,0.58 0.15,0.43 0.56,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.50 0.91,0.45 0.27,0.48 0.27,0.44 0.27,0.50 0.27
0.47 0.28,0.47 0.34,0.43 0.34,0.38 0.27,0.38 0.14,0.52 0.34,0.57 0.26,0.58 0.15,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.27
0.47 0.28,0.47 0.34,0.43 0.33,0.39 0.24,0.38 0.14,0.52 0.34,0.56 0.26,0.57 0.16,0.43 0.56,0.41 0.76,0.39 0.91,0.50 0.57,0.50 0.77,0.50 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.27
0.47 0.28,0.47 0.34,0.42 0.33,0.39 0.24,0.38 0.14,0.52 0.34,0.56 0.26,0.58 0.16,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.50 0.91,0.46 0.27,0.48 0.27,0.44 0.27,0.50 0.28
0.47 0.28,0.47 0.34,0.42 0.34,0.39 0.25,0.37 0.14,0.52 0.34,0.56 0.26,0.58 0.15,0.43 0.56,0.41 0.76,0.39 0.92,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.28,0.47 0.34,0.43 0.34,0.38 0.27,0.37 0.15,0.52 0.34,0.57 0.26,0.58 0.15,0.43 0.56,0.41 0.76,0.39 0.92,0.50 0.57,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.45 0.28,0.50 0.27
0.47 0.28,0.47 0.35,0.42 0.34,0.36 0.27,0.37 0.17,0.52 0.35,0.58 0.28,0.58 0.17,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.35,0.42 0.35,0.34 0.30,0.36 0.20,0.52 0.35,0.59 0.31,0.59 0.21,0.43 0.57,0.41 0.76,0.39 0.92,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.35,0.42 0.35,0.34 0.33,0.35 0.23,0.52 0.36,0.60 0.34,0.59 0.24,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.59,0.50 0.77,0.51 0.92,0.46 0.28,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.35,0.33 0.35,0.34 0.27,0.52 0.36,0.60 0.36,0.59 0.27,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.28,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.36,0.34 0.38,0.34 0.29,0.52 0.36,0.59 0.39,0.58 0.29,0.43 0.57,0.41 0.75,0.39 0.92,0.50 0.58,0.50 0.77,0.50 0.91,0.46 0.28,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.36,0.34 0.40,0.34 0.30,0.52 0.36,0.59 0.41,0.58 0.31,0.43 0.58,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.28,0.47 0.36,0.42 0.36,0.35 0.41,0.34 0.32,0.52 0.36,0.59 0.42,0.58 0.32,0.43 0.58,0.41 0.75,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.28,0.47 0.36,0.42 0.36,0.35 0.42,0.35 0.33,0.52 0.36,0.58 0.43,0.58 0.34,0.43 0.58,0.41 0.75,0.39 0.91,0.50 0.59,0.50 0.77,0.51 0.91,0.46 0.27,0.48 0.27,0.45 0.28,0.50 0.28
0.47 0.28,0.47 0.36,0.42 0.36,0.35 0.43,0.35 0.34,0.52 0.37,0.58 0.45,0.58 0.35,0.43 0.58,0.41 0.76,0.39 0.91,0.50 0.59,0.50 0.76,0.51 0.91,0.46 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.47 0.28,0.47 0.36,0.42 0.36,0.36 0.43,0.35 0.34,0.52 0.37,0.57 0.46,0.57 0.35,0.43 0.58,0.41 0.76,0.39 0.91,0.50 0.59,0.50 0.76,0.50 0.91,0.46 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.36,0.36 0.44,0.35 0.34,0.52 0.37,0.57 0.45,0.57 0.35,0.43 0.58,0.41 0.76,0.39 0.91,0.50 0.59,0.50 0.77,0.51 0.91,0.46 0.28,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.36,0.36 0.43,0.35 0.34,0.52 0.37,0.58 0.45,0.58 0.35,0.43 0.58,0.41 0.76,0.39 0.92,0.50 0.59,0.50 0.77,0.50 0.91,0.46 0.27,0.48 0.27,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.36,0.35 0.42,0.34 0.33,0.52 0.36,0.59 0.43,0.58 0.33,0.43 0.58,0.41 0.76,0.39 0.92,0.50 0.59,0.50 0.77,0.51 0.91,0.46 0.28,0.48 0.28,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.36,0.34 0.38,0.34 0.29,0.52 0.37,0.59 0.39,0.59 0.29,0.43 0.58,0.41 0.76,0.39 0.92,0.50 0.59,0.50 0.77,0.50 0.91,0.46 0.28,0.48 0.28,0.44 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.35,0.34 0.34,0.34 0.25,0.52 0.36,0.60 0.36,0.59 0.26,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.28,0.49 0.28,0.45 0.28,0.50 0.28
0.48 0.29,0.47 0.35,0.42 0.34,0.35 0.28,0.36 0.17,0.52 0.35,0.59 0.30,0.60 0.21,0.43 0.57,0.41 0.76,0.39 0.92,0.50 0.58,0.50 0.77,0.51 0.91,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.47 0.35,0.43 0.34,0.37 0.26,0.37 0.15,0.52 0.35,0.58 0.29,0.59 0.18,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.47 0.35,0.43 0.34,0.38 0.26,0.38 0.14,0.52 0.35,0.57 0.28,0.58 0.17,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.47 0.28,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.47 0.35,0.43 0.34,0.39 0.26,0.38 0.14,0.52 0.35,0.57 0.27,0.58 0.16,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.47 0.28,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.47 0.35,0.43 0.34,0.39 0.25,0.38 0.14,0.52 0.35,0.57 0.27,0.58 0.16,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.47 0.28,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.47 0.35,0.43 0.34,0.38 0.26,0.38 0.14,0.52 0.35,0.57 0.28,0.58 0.16,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.57,0.50 0.77,0.50 0.91,0.47 0.28,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.47 0.35,0.42 0.34,0.36 0.28,0.37 0.17,0.52 0.35,0.59 0.29,0.58 0.19,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.50 0.91,0.46 0.28,0.49 0.27,0.45 0.28,0.50 0.28
0.47 0.29,0.47 0.35,0.43 0.35,0.35 0.30,0.36 0.21,0.52 0.36,0.60 0.33,0.58 0.22,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.28,0.49 0.28,0.45 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.35,0.34 0.33,0.35 0.24,0.52 0.36,0.60 0.34,0.59 0.25,0.43 0.57,0.41 0.76,0.39 0.91,0.50 0.58,0.50 0.77,0.51 0.91,0.46 0.28,0.48 0.28,0.45 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.35,0.34 0.35,0.34 0.26,0.52 0.36,0.60 0.38,0.59 0.28,0.43 0.58,0.42 0.76,0.39 0.91,0.50 0.59,0.50 0.76,0.50 0.91,0.46 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.47 0.29,0.47 0.36,0.42 0.36,0.34 0.38,0.34 0.28,0.52 0.36,0.60 0.39,0.59 0.29,0.43 0.58,0.41 0.76,0.40 0.91,0.50 0.58,0.50 0.77,0.50 0.91,0.46 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.46 0.29,0.46 0.36,0.41 0.35,0.33 0.39,0.33 0.29,0.51 0.36,0.58 0.41,0.58 0.32,0.42 0.58,0.41 0.74,0.40 0.90,0.50 0.59,0.51 0.76,0.51 0.90,0.45 0.27,0.48 0.27,0.44 0.28,0.49 0.28
0.47 0.28,0.47 0.36,0.42 0.36,0.35 0.41,0.33 0.32,0.52 0.37,0.58 0.42,0.58 0.33,0.43 0.58,0.41 0.76,0.40 0.91,0.50 0.59,0.51 0.77,0.52 0.92,0.46 0.27,0.48 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.36,0.36 0.42,0.34 0.33,0.53 0.37,0.59 0.44,0.59 0.34,0.43 0.58,0.42 0.76,0.40 0.92,0.50 0.59,0.51 0.77,0.51 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.43 0.36,0.36 0.43,0.35 0.34,0.53 0.37,0.58 0.45,0.58 0.34,0.43 0.58,0.42 0.76,0.39 0.92,0.50 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.36,0.36 0.43,0.35 0.33,0.53 0.37,0.58 0.45,0.58 0.34,0.43 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.36,0.37 0.43,0.35 0.33,0.53 0.37,0.58 0.46,0.58 0.35,0.43 0.58,0.42 0.76,0.39 0.92,0.50 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.36,0.37 0.44,0.35 0.34,0.53 0.37,0.58 0.46,0.58 0.35,0.43 0.58,0.42 0.76,0.39 0.92,0.50 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.36,0.37 0.44,0.36 0.34,0.53 0.37,0.58 0.46,0.58 0.35,0.43 0.58,0.42 0.76,0.39 0.92,0.50 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.36,0.36 0.43,0.35 0.33,0.53 0.37,0.58 0.44,0.58 0.34,0.43 0.58,0.42 0.76,0.39 0.92,0.50 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.35,0.35 0.40,0.34 0.30,0.53 0.37,0.60 0.40,0.59 0.30,0.43 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.35,0.35 0.36,0.34 0.27,0.53 0.36,0.61 0.36,0.60 0.27,0.43 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.35,0.43 0.35,0.35 0.32,0.35 0.22,0.53 0.36,0.61 0.33,0.60 0.22,0.43 0.57,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.77,0.52 0.93,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.35,0.43 0.35,0.35 0.29,0.35 0.18,0.53 0.35,0.60 0.30,0.60 0.21,0.44 0.57,0.42 0.76,0.40 0.92,0.51 0.58,0.51 0.78,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.35,0.43 0.34,0.37 0.27,0.36 0.16,0.53 0.35,0.59 0.29,0.61 0.19,0.43 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.51 0.28
0.48 0.28,0.48 0.35,0.43 0.34,0.38 0.27,0.37 0.16,0.53 0.35,0.59 0.27,0.60 0.18,0.43 0.57,0.42 0.76,0.40 0.92,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.50 0.27,0.45 0.28,0.51 0.28
0.48 0.28,0.48 0.35,0.43 0.34,0.39 0.26,0.38 0.14,0.53 0.35,0.58 0.27,0.60 0.17,0.44 0.57,0.42 0.76,0.40 0.91,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.46 0.28,0.50 0.28
0.48 0.28,0.48 0.35,0.43 0.34,0.39 0.26,0.38 0.14,0.53 0.35,0.58 0.27,0.60 0.17,0.44 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.50 0.27,0.46 0.28,0.50 0.28
0.48 0.28,0.48 0.35,0.43 0.34,0.37 0.27,0.37 0.17,0.53 0.35,0.60 0.29,0.60 0.19,0.44 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.51 0.28
0.48 0.28,0.48 0.35,0.43 0.35,0.35 0.30,0.36 0.21,0.53 0.36,0.61 0.33,0.60 0.23,0.43 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.77,0.52 0.93,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.35,0.42 0.35,0.34 0.34,0.35 0.24,0.53 0.36,0.61 0.36,0.60 0.27,0.44 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.48 0.36,0.42 0.35,0.34 0.36,0.35 0.27,0.53 0.36,0.60 0.39,0.60 0.29,0.44 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.77,0.52 0.93,0.47 0.27,0.49 0.27,0.46 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.35,0.35 0.40,0.34 0.30,0.53 0.36,0.60 0.42,0.60 0.32,0.43 0.58,0.42 0.76,0.39 0.91,0.51 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.46 0.28,0.51 0.28
0.48 0.29,0.48 0.36,0.42 0.36,0.36 0.42,0.34 0.33,0.53 0.36,0.59 0.44,0.59 0.34,0.44 0.58,0.42 0.76,0.40 0.92,0.51 0.59,0.51 0.78,0.52 0.92,0.47 0.27,0.49 0.27,0.46 0.28,0.50 0.28
0.48 0.29,0.48 0.36,0.42 0.36,0.36 0.43,0.35 0.33,0.53 0.36,0.59 0.45,0.59 0.34,0.43 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.51 0.28
0.48 0.29,0.48 0.36,0.43 0.36,0.37 0.45,0.35 0.35,0.53 0.36,0.58 0.46,0.59 0.35,0.43 0.58,0.42 0.76,0.40 0.92,0.51 0.59,0.51 0.78,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.48 0.36,0.42 0.36,0.37 0.45,0.35 0.35,0.53 0.36,0.58 0.46,0.59 0.36,0.43 0.58,0.42 0.76,0.40 0.92,0.51 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.48 0.36,0.43 0.36,0.38 0.45,0.36 0.35,0.53 0.37,0.57 0.46,0.58 0.36,0.43 0.58,0.42 0.76,0.40 0.91,0.51 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.48 0.36,0.43 0.36,0.38 0.45,0.36 0.36,0.53 0.37,0.57 0.47,0.58 0.37,0.43 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.78,0.52 0.92,0.46 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.48 0.36,0.43 0.36,0.37 0.45,0.35 0.35,0.53 0.37,0.58 0.46,0.58 0.37,0.43 0.58,0.42 0.76,0.40 0.92,0.51 0.59,0.51 0.78,0.52 0.92,0.46 0.28,0.49 0.28,0.45 0.28,0.50 0.28
0.48 0.29,0.48 0.36,0.43 0.36,0.36 0.42,0.35 0.32,0.53 0.36,0.59 0.43,0.59 0.34,0.43 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.78,0.52 0.92,0.47 0.28,0.49 0.28,0.45 0.28,0.50 0.28
0.47 0.29,0.48 0.36,0.43 0.35,0.35 0.38,0.35 0.29,0.53 0.37,0.61 0.39,0.60 0.30,0.44 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.77,0.52 0.92,0.46 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.48 0.35,0.43 0.35,0.34 0.34,0.36 0.25,0.53 0.36,0.61 0.36,0.60 0.26,0.44 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.35,0.43 0.35,0.35 0.30,0.36 0.21,0.53 0.36,0.61 0.33,0.61 0.23,0.44 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.48 0.35,0.43 0.35,0.36 0.28,0.37 0.18,0.53 0.35,0.60 0.30,0.61 0.20,0.43 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.35,0.43 0.34,0.37 0.26,0.38 0.15,0.53 0.35,0.60 0.28,0.60 0.18,0.43 0.57,0.42 0.76,0.40 0.92,0.51 0.58,0.51 0.78,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.27,0.51 0.28
0.48 0.29,0.48 0.35,0.43 0.34,0.38 0.25,0.38 0.14,0.53 0.35,0.59 0.27,0.60 0.17,0.43 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.27,0.51 0.28
0.48 0.28,0.48 0.35,0.43 0.34,0.39 0.24,0.38 0.14,0.53 0.35,0.59 0.27,0.60 0.17,0.44 0.57,0.42 0.76,0.40 0.92,0.51 0.58,0.51 0.78,0.52 0.92,0.47 0.27,0.50 0.27,0.45 0.27,0.51 0.28
0.48 0.28,0.48 0.35,0.43 0.34,0.39 0.25,0.38 0.14,0.53 0.35,0.59 0.27,0.60 0.17,0.43 0.57,0.42 0.76,0.40 0.92,0.51 0.58,0.51 0.78,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.35,0.43 0.34,0.38 0.27,0.38 0.16,0.53 0.35,0.60 0.29,0.60 0.18,0.43 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.77,0.52 0.92,0.47 0.27,0.50 0.27,0.46 0.28,0.51 0.28
0.48 0.28,0.48 0.35,0.43 0.35,0.36 0.29,0.37 0.19,0.53 0.35,0.61 0.32,0.60 0.22,0.43 0.57,0.42 0.76,0.39 0.92,0.51 0.58,0.51 0.78,0.52 0.92,0.47 0.27,0.49 0.27,0.46 0.28,0.51 0.28
0.48 0.28,0.48 0.35,0.42 0.35,0.34 0.33,0.36 0.23,0.52 0.36,0.61 0.35,0.60 0.25,0.44 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.77,0.52 0.92,0.47 0.27,0.49 0.27,0.46 0.28,0.50 0.28
0.48 0.29,0.48 0.35,0.42 0.35,0.34 0.36,0.35 0.27,0.52 0.36,0.60 0.39,0.60 0.29,0.44 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.78,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.29,0.48 0.36,0.42 0.35,0.34 0.38,0.34 0.29,0.53 0.36,0.60 0.40,0.60 0.30,0.44 0.58,0.42 0.77,0.39 0.92,0.51 0.59,0.51 0.78,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
0.48 0.28,0.48 0.36,0.42 0.36,0.35 0.40,0.34 0.30,0.53 0.36,0.60 0.42,0.60 0.33,0.43 0.58,0.42 0.76,0.39 0.92,0.51 0.59,0.51 0.78,0.52 0.92,0.47 0.27,0.49 0.27,0.45 0.28,0.50 0.28
